"Year","Month","USA_Avg_1","USA_Avg_Unc_1","USA_Avg_5","USA_Avg_Unc_5","USA_Avg_10","USA_Avg_Unc_10"
1930,1,11.234,0.11,11.296,0.105,11.478,0.084
1930,2,11.247,0.117,11.326,0.104,11.467,0.084
1930,3,11.353,0.115,11.323,0.102,11.464,0.085
1930,4,11.253,0.105,11.29,0.099,11.441,0.084
1930,5,11.38,0.096,11.256,0.099,11.428,0.083
1930,6,11.26,0.107,11.267,0.097,11.418,0.083
1930,7,11.691,0.11,11.288,0.097,11.423,0.083
1930,8,11.592,0.119,11.245,0.096,11.431,0.083
1930,9,11.546,0.111,11.233,0.093,11.422,0.084
1930,10,11.392,0.111,11.249,0.091,11.445,0.084
1930,11,11.399,0.114,11.234,0.09,11.44,0.084
1930,12,11.502,0.11,11.286,0.089,11.432,0.084
1931,1,11.537,0.123,11.302,0.089,11.418,0.084
1931,2,11.494,0.12,11.302,0.089,11.361,0.085
1931,3,11.602,0.114,11.343,0.086,11.379,0.085
1931,4,11.824,0.114,11.345,0.085,11.379,0.086
1931,5,11.926,0.131,11.353,0.084,11.391,0.086
1931,6,12.104,0.117,11.383,0.085,11.402,0.086
1931,7,12.038,0.119,11.463,0.086,11.418,0.086
1931,8,11.984,0.121,11.529,0.087,11.428,0.086
1931,9,11.889,0.112,11.521,0.088,11.439,0.085
1931,10,11.912,0.105,11.544,0.089,11.432,0.085
1931,11,11.965,0.101,11.597,0.087,11.428,0.085
1931,12,11.901,0.105,11.627,0.086,11.442,0.086
1932,1,11.826,0.104,11.653,0.087,11.413,0.086
1932,2,11.855,0.105,11.661,0.087,11.385,0.085
1932,3,11.699,0.105,11.665,0.086,11.369,0.084
1932,4,11.503,0.098,11.689,0.085,11.362,0.083
1932,5,11.379,0.09,11.749,0.085,11.372,0.083
1932,6,11.113,0.08,11.737,0.084,11.38,0.084
1932,7,11.242,0.082,11.809,0.082,11.39,0.084
1932,8,10.915,0.071,11.772,0.083,11.415,0.083
1932,9,11.122,0.068,11.801,0.082,11.418,0.081
1932,10,11.042,0.066,11.758,0.081,11.409,0.081
1932,11,11.011,0.065,11.74,0.08,11.392,0.08
1932,12,11.117,0.064,11.733,0.081,11.412,0.08
1933,1,11.163,0.071,11.735,0.085,11.412,0.079
1933,2,11.131,0.074,11.736,0.084,11.42,0.079
1933,3,11.27,0.076,11.727,0.086,11.429,0.078
1933,4,11.404,0.073,11.746,0.086,11.446,0.079
1933,5,11.486,0.078,11.73,0.087,11.438,0.079
1933,6,11.807,0.088,11.725,0.086,11.452,0.079
1933,7,11.838,0.083,11.673,0.082,11.454,0.078
1933,8,12.045,0.078,11.557,0.08,11.463,0.077
1933,9,12.086,0.093,11.594,0.081,11.479,0.076
1933,10,12.265,0.104,11.586,0.08,11.485,0.075
1933,11,12.485,0.108,11.623,0.081,11.477,0.075
1933,12,12.445,0.115,11.623,0.082,11.483,0.076
1934,1,12.505,0.114,11.632,0.08,11.517,0.077
1934,2,12.579,0.116,11.657,0.079,11.531,0.077
1934,3,12.401,0.122,11.641,0.078,11.526,0.076
1934,4,12.462,0.13,11.612,0.076,11.528,0.076
1934,5,12.577,0.126,11.579,0.075,11.546,0.075
1934,6,12.403,0.104,11.572,0.074,11.552,0.074
1934,7,12.237,0.093,11.513,0.071,11.559,0.074
1934,8,12.322,0.091,11.468,0.066,11.559,0.073
1934,9,12.362,0.086,11.482,0.067,11.577,0.072
1934,10,12.179,0.077,11.469,0.067,11.581,0.071
1934,11,11.841,0.075,11.482,0.067,11.599,0.07
1934,12,11.7,0.079,11.478,0.067,11.617,0.07
1935,1,11.643,0.081,11.483,0.066,11.618,0.069
1935,2,11.619,0.082,11.503,0.065,11.589,0.069
1935,3,11.663,0.088,11.513,0.064,11.594,0.068
1935,4,11.535,0.084,11.527,0.065,11.575,0.067
1935,5,11.282,0.088,11.528,0.065,11.582,0.067
1935,6,11.197,0.102,11.558,0.067,11.588,0.067
1935,7,11.008,0.103,11.537,0.066,11.584,0.068
1935,8,10.518,0.098,11.595,0.066,11.581,0.067
1935,9,10.51,0.098,11.625,0.069,11.58,0.066
1935,10,10.531,0.099,11.643,0.071,11.6,0.066
1935,11,10.815,0.106,11.643,0.072,11.59,0.066
1935,12,10.95,0.107,11.618,0.072,11.612,0.064
1936,1,11.025,0.104,11.606,0.071,11.609,0.063
1936,2,11.1,0.103,11.624,0.069,11.589,0.062
1936,3,11.171,0.097,11.614,0.069,11.588,0.061
1936,4,11.157,0.096,11.626,0.07,11.593,0.061
1936,5,11.171,0.092,11.602,0.07,11.606,0.06
1936,6,11.341,0.099,11.582,0.071,11.594,0.06
1936,7,11.243,0.095,11.572,0.072,11.586,0.059
1936,8,11.538,0.087,11.533,0.074,11.587,0.059
1936,9,11.327,0.083,11.532,0.072,11.571,0.058
1936,10,11.326,0.079,11.512,0.072,11.565,0.057
1936,11,11.256,0.089,11.494,0.071,11.563,0.055
1936,12,11.177,0.098,11.478,0.071,11.568,0.054
1937,1,11.078,0.102,11.464,0.07,11.56,0.053
1937,2,11.083,0.104,11.457,0.07,11.533,0.052
1937,3,11.057,0.104,11.49,0.07,11.551,0.052
1937,4,11.078,0.101,11.473,0.068,11.559,0.052
1937,5,11.124,0.113,11.449,0.065,11.553,0.053
1937,6,11.042,0.119,11.497,0.066,11.547,0.053
1937,7,11.358,0.115,11.427,0.067,11.547,0.052
1937,8,11.553,0.124,11.406,0.068,11.544,0.051
1937,9,11.839,0.135,11.387,0.068,11.539,0.05
1937,10,11.913,0.14,11.391,0.068,11.55,0.05
1937,11,11.818,0.144,11.424,0.067,11.562,0.05
1937,12,11.817,0.143,11.443,0.065,11.578,0.05
1938,1,11.781,0.146,11.434,0.066,11.555,0.05
1938,2,11.737,0.144,11.427,0.066,11.586,0.049
1938,3,11.777,0.139,11.432,0.064,11.571,0.05
1938,4,11.896,0.135,11.455,0.063,11.585,0.05
1938,5,11.857,0.125,11.451,0.063,11.585,0.05
1938,6,11.929,0.119,11.5,0.061,11.573,0.051
1938,7,12.013,0.12,11.545,0.06,11.57,0.05
1938,8,11.735,0.115,11.621,0.06,11.577,0.049
1938,9,11.619,0.108,11.581,0.059,11.562,0.049
1938,10,11.608,0.104,11.599,0.059,11.555,0.049
1938,11,11.74,0.1,11.589,0.056,11.548,0.048
1938,12,11.744,0.104,11.565,0.057,11.531,0.047
1939,1,11.794,0.103,11.54,0.058,11.517,0.047
1939,2,11.745,0.097,11.517,0.058,11.519,0.048
1939,3,11.78,0.096,11.501,0.059,11.5,0.047
1939,4,11.699,0.082,11.518,0.059,11.478,0.047
1939,5,11.812,0.069,11.548,0.058,11.467,0.048
1939,6,11.975,0.068,11.563,0.057,11.457,0.048
1939,7,11.511,0.061,11.607,0.056,11.44,0.048
1939,8,11.688,0.064,11.598,0.057,11.435,0.049
1939,9,11.64,0.068,11.621,0.056,11.441,0.048
1939,10,11.579,0.069,11.649,0.056,11.436,0.048
1939,11,11.492,0.063,11.623,0.056,11.421,0.046
1939,12,11.524,0.062,11.616,0.055,11.412,0.046
1940,1,11.493,0.064,11.611,0.054,11.407,0.045
1940,2,11.469,0.065,11.585,0.052,11.404,0.045
1940,3,11.377,0.061,11.566,0.05,11.413,0.044
1940,4,11.443,0.056,11.573,0.047,11.415,0.043
1940,5,11.29,0.057,11.595,0.044,11.42,0.044
1940,6,11.213,0.06,11.599,0.042,11.412,0.042
1940,7,11.6,0.061,11.574,0.041,11.402,0.042
1940,8,11.588,0.06,11.577,0.04,11.399,0.042
1940,9,11.482,0.064,11.517,0.038,11.4,0.041
1940,10,11.569,0.07,11.528,0.036,11.402,0.04
1940,11,11.639,0.068,11.527,0.034,11.414,0.04
1940,12,11.561,0.063,11.528,0.034,11.406,0.039
1941,1,11.554,0.066,11.533,0.034,11.425,0.039
1941,2,11.551,0.071,11.531,0.033,11.469,0.039
1941,3,11.514,0.068,11.51,0.032,11.485,0.04
1941,4,11.473,0.065,11.485,0.031,11.506,0.04
1941,5,11.655,0.061,11.494,0.031,11.485,0.04
1941,6,11.659,0.058,11.479,0.031,11.475,0.04
1941,7,11.554,0.052,11.463,0.031,11.462,0.04
1941,8,11.425,0.049,11.504,0.031,11.446,0.039
1941,9,11.527,0.048,11.468,0.032,11.438,0.039
1941,10,11.574,0.049,11.445,0.032,11.438,0.039
1941,11,11.426,0.049,11.439,0.032,11.447,0.038
1941,12,11.432,0.046,11.435,0.034,11.455,0.037
1942,1,11.433,0.039,11.417,0.035,11.486,0.036
1942,2,11.422,0.036,11.412,0.036,11.484,0.036
1942,3,11.383,0.035,11.393,0.034,11.484,0.036
1942,4,11.355,0.03,11.399,0.034,11.488,0.037
1942,5,11.363,0.028,11.392,0.033,11.48,0.036
1942,6,11.218,0.033,11.327,0.032,11.471,0.035
1942,7,11.191,0.031,11.388,0.03,11.463,0.035
1942,8,11.447,0.033,11.401,0.029,11.46,0.034
1942,9,11.315,0.033,11.438,0.028,11.464,0.033
1942,10,11.307,0.038,11.439,0.027,11.488,0.032
1942,11,11.337,0.041,11.415,0.028,11.476,0.031
1942,12,11.377,0.046,11.382,0.027,11.477,0.03
1943,1,11.391,0.058,11.371,0.027,11.458,0.03
1943,2,11.468,0.062,11.371,0.027,11.438,0.029
1943,3,11.497,0.059,11.367,0.027,11.409,0.028
1943,4,11.455,0.065,11.349,0.027,11.417,0.027
1943,5,11.351,0.063,11.377,0.026,11.42,0.027
1943,6,11.332,0.064,11.313,0.026,11.42,0.027
1943,7,11.457,0.066,11.306,0.028,11.418,0.026
1943,8,11.374,0.077,11.318,0.027,11.411,0.025
1943,9,11.374,0.079,11.389,0.028,11.409,0.025
1943,10,11.195,0.082,11.413,0.03,11.395,0.025
1943,11,11.301,0.086,11.38,0.031,11.403,0.024
1943,12,11.281,0.089,11.385,0.032,11.396,0.023
1944,1,11.212,0.092,11.384,0.033,11.361,0.023
1944,2,11.151,0.096,11.376,0.032,11.371,0.023
1944,3,11.196,0.092,11.376,0.031,11.364,0.023
1944,4,11.271,0.085,11.358,0.031,11.367,0.023
1944,5,11.301,0.081,11.347,0.03,11.363,0.024
1944,6,11.214,0.079,11.347,0.031,11.366,0.024
1944,7,11.138,0.083,11.364,0.032,11.363,0.024
1944,8,11.169,0.085,11.37,0.031,11.361,0.024
1944,9,11.494,0.086,11.346,0.033,11.345,0.024
1944,10,11.548,0.085,11.327,0.035,11.343,0.024
1944,11,11.372,0.088,11.337,0.037,11.357,0.024
1944,12,11.256,0.089,11.326,0.036,11.337,0.022
1945,1,11.263,0.081,11.315,0.038,11.368,0.022
1945,2,11.264,0.077,11.336,0.039,11.377,0.022
1945,3,11.248,0.079,11.363,0.038,11.365,0.022
1945,4,11.192,0.079,11.402,0.039,11.359,0.022
1945,5,11.215,0.077,11.356,0.038,11.353,0.023
1945,6,11.142,0.07,11.356,0.039,11.347,0.023
1945,7,11.188,0.063,11.342,0.039,11.334,0.023
1945,8,11.174,0.057,11.3,0.04,11.324,0.023
1945,9,11.233,0.053,11.302,0.039,11.317,0.024
1945,10,11.439,0.053,11.307,0.039,11.323,0.024
1945,11,11.463,0.051,11.312,0.038,11.331,0.025
1945,12,11.577,0.054,11.312,0.038,11.318,0.025
1946,1,11.619,0.057,11.303,0.038,11.309,0.027
1946,2,11.573,0.058,11.291,0.038,11.314,0.027
1946,3,11.556,0.053,11.308,0.038,11.312,0.027
1946,4,11.515,0.045,11.304,0.038,11.302,0.028
1946,5,11.503,0.039,11.312,0.039,11.296,0.028
1946,6,11.828,0.035,11.313,0.039,11.291,0.028
1946,7,11.847,0.032,11.26,0.039,11.29,0.029
1946,8,11.686,0.036,11.238,0.04,11.29,0.029
1946,9,11.316,0.034,11.26,0.039,11.288,0.031
1946,10,11.147,0.039,11.289,0.038,11.283,0.031
1946,11,11.21,0.043,11.287,0.037,11.261,0.031
1946,12,11.136,0.049,11.296,0.037,11.239,0.032
1947,1,11.089,0.052,11.31,0.037,11.249,0.032
1947,2,11.225,0.054,11.311,0.037,11.272,0.033
1947,3,11.317,0.056,11.297,0.036,11.256,0.034
1947,4,11.576,0.056,11.287,0.035,11.25,0.034
1947,5,11.409,0.059,11.321,0.035,11.258,0.035
1947,6,11.262,0.067,11.346,0.034,11.272,0.035
1947,7,11.082,0.066,11.348,0.033,11.273,0.035
1947,8,11.094,0.062,11.353,0.032,11.278,0.036
1947,9,11.092,0.057,11.292,0.031,11.289,0.036
1947,10,11.206,0.053,11.279,0.031,11.282,0.036
1947,11,11.215,0.054,11.292,0.032,11.268,0.036
1947,12,11.31,0.05,11.312,0.033,11.27,0.036
1948,1,11.333,0.05,11.296,0.033,11.303,0.036
1948,2,11.241,0.048,11.278,0.035,11.301,0.036
1948,3,11.223,0.055,11.266,0.035,11.326,0.037
1948,4,10.966,0.055,11.298,0.033,11.308,0.037
1948,5,11.13,0.055,11.286,0.033,11.306,0.038
1948,6,11.118,0.05,11.322,0.032,11.313,0.038
1948,7,11.046,0.047,11.312,0.032,11.313,0.038
1948,8,11.065,0.047,11.31,0.033,11.307,0.038
1948,9,11.163,0.047,11.235,0.033,11.317,0.037
1948,10,11.105,0.047,11.191,0.034,11.329,0.038
1948,11,11.176,0.05,11.211,0.032,11.343,0.038
1948,12,11.202,0.052,11.197,0.032,11.349,0.038
1949,1,11.247,0.051,11.196,0.035,11.344,0.038
1949,2,11.25,0.053,11.204,0.037,11.376,0.039
1949,3,11.141,0.055,11.201,0.04,11.38,0.039
1949,4,11.183,0.054,11.209,0.04,11.405,0.04
1949,5,11.349,0.053,11.176,0.042,11.39,0.04
1949,6,11.38,0.056,11.132,0.043,11.393,0.04
1949,7,11.577,0.057,11.135,0.044,11.406,0.04
1949,8,11.743,0.052,11.174,0.046,11.407,0.041
1949,9,11.655,0.047,11.165,0.046,11.413,0.04
1949,10,11.498,0.048,11.173,0.047,11.411,0.04
1949,11,11.395,0.043,11.179,0.047,11.423,0.04
1949,12,11.334,0.044,11.218,0.047,11.439,0.041
1950,1,11.195,0.044,11.23,0.046,11.434,0.041
1950,2,11.098,0.04,11.22,0.046,11.416,0.041
1950,3,11.09,0.036,11.215,0.046,11.391,0.041
1950,4,11.248,0.036,11.162,0.047,11.405,0.041
1950,5,11.037,0.04,11.179,0.048,11.42,0.041
1950,6,11.024,0.038,11.185,0.047,11.424,0.042
1950,7,11.009,0.041,11.264,0.048,11.432,0.042
1950,8,10.96,0.049,11.303,0.047,11.44,0.043
1950,9,10.949,0.05,11.35,0.048,11.446,0.042
1950,10,10.999,0.052,11.309,0.049,11.451,0.041
1950,11,11.061,0.036,11.3,0.051,11.434,0.041
1950,12,11.002,0.031,11.314,0.05,11.447,0.042
1951,1,11.118,0.047,11.323,0.05,11.445,0.042
1951,2,11.205,0.046,11.324,0.049,11.434,0.043
1951,3,11.232,0.069,11.325,0.048,11.407,0.043
1951,4,11.073,0.064,11.354,0.049,11.383,0.044
1951,5,10.955,0.06,11.375,0.049,11.398,0.044
1951,6,10.875,0.068,11.385,0.048,11.408,0.045
1951,7,10.96,0.078,11.427,0.048,11.406,0.044
1951,8,11.005,0.086,11.515,0.049,11.409,0.044
1951,9,10.967,0.095,11.501,0.049,11.413,0.044
1951,10,11.057,0.091,11.521,0.051,11.427,0.044
1951,11,11.05,0.108,11.492,0.05,11.421,0.045
1951,12,11.24,0.11,11.489,0.049,11.422,0.046
1952,1,11.261,0.095,11.501,0.049,11.401,0.047
1952,2,11.305,0.096,11.503,0.048,11.433,0.047
1952,3,11.388,0.088,11.529,0.049,11.445,0.047
1952,4,11.339,0.085,11.535,0.049,11.445,0.048
1952,5,11.426,0.087,11.525,0.05,11.444,0.047
1952,6,11.527,0.078,11.531,0.05,11.455,0.047
1952,7,11.726,0.074,11.521,0.051,11.462,0.045
1952,8,11.742,0.069,11.48,0.052,11.452,0.046
1952,9,12.018,0.07,11.491,0.054,11.443,0.046
1952,10,11.884,0.07,11.53,0.054,11.411,0.046
1952,11,11.819,0.076,11.548,0.053,11.421,0.045
1952,12,11.793,0.074,11.536,0.054,11.441,0.044
1953,1,11.795,0.077,11.567,0.055,11.459,0.044
1953,2,11.763,0.075,11.603,0.054,11.461,0.045
1953,3,11.775,0.071,11.626,0.054,11.457,0.045
1953,4,11.927,0.074,11.604,0.053,11.444,0.045
1953,5,12.108,0.073,11.583,0.054,11.455,0.047
1953,6,12.119,0.073,11.571,0.055,11.452,0.045
1953,7,11.865,0.072,11.578,0.056,11.45,0.045
1953,8,12.122,0.074,11.559,0.057,11.457,0.045
1953,9,11.916,0.071,11.578,0.058,11.455,0.045
1953,10,12.164,0.068,11.576,0.058,11.463,0.045
1953,11,12.137,0.06,11.585,0.06,11.47,0.044
1953,12,12.076,0.057,11.62,0.062,11.468,0.044
1954,1,12.138,0.054,11.615,0.059,11.483,0.043
1954,2,12.142,0.056,11.615,0.057,11.486,0.044
1954,3,12.157,0.061,11.625,0.055,11.49,0.044
1954,4,12.087,0.057,11.645,0.055,11.488,0.046
1954,5,12.097,0.051,11.667,0.056,11.485,0.046
1954,6,12.11,0.05,11.713,0.056,11.489,0.046
1954,7,12.044,0.056,11.668,0.056,11.487,0.046
1954,8,11.568,0.056,11.692,0.056,11.493,0.046
1954,9,11.605,0.058,11.726,0.055,11.499,0.046
1954,10,11.548,0.048,11.717,0.055,11.496,0.046
1954,11,11.674,0.041,11.709,0.055,11.466,0.047
1954,12,11.568,0.046,11.691,0.053,11.479,0.047
1955,1,11.523,0.045,11.694,0.05,11.475,0.047
1955,2,11.603,0.045,11.685,0.051,11.452,0.047
1955,3,11.578,0.052,11.67,0.049,11.439,0.047
1955,4,11.595,0.061,11.66,0.048,11.458,0.047
1955,5,11.326,0.067,11.663,0.045,11.458,0.047
1955,6,11.223,0.07,11.697,0.046,11.464,0.048
1955,7,11.297,0.069,11.654,0.046,11.477,0.048
1955,8,11.355,0.077,11.619,0.047,11.488,0.048
1955,9,11.387,0.074,11.564,0.046,11.502,0.048
1955,10,11.225,0.089,11.579,0.045,11.49,0.048
1955,11,11.247,0.097,11.61,0.046,11.5,0.048
1955,12,11.423,0.103,11.59,0.044,11.489,0.049
1956,1,11.36,0.091,11.577,0.043,11.487,0.049
1956,2,11.261,0.082,11.589,0.043,11.501,0.049
1956,3,11.225,0.088,11.584,0.044,11.524,0.05
1956,4,11.278,0.081,11.571,0.043,11.519,0.051
1956,5,11.376,0.072,11.564,0.042,11.511,0.052
1956,6,11.587,0.069,11.551,0.041,11.525,0.052
1956,7,11.408,0.065,11.539,0.04,11.524,0.051
1956,8,11.675,0.066,11.458,0.041,11.528,0.051
1956,9,11.702,0.068,11.479,0.04,11.526,0.05
1956,10,11.766,0.065,11.456,0.043,11.526,0.05
1956,11,11.671,0.059,11.478,0.043,11.538,0.05
1956,12,11.597,0.051,11.489,0.044,11.538,0.049
1957,1,11.655,0.04,11.473,0.044,11.515,0.048
1957,2,11.655,0.051,11.483,0.046,11.513,0.048
1957,3,11.615,0.059,11.469,0.047,11.514,0.047
1957,4,11.41,0.064,11.457,0.046,11.515,0.047
1957,5,11.409,0.069,11.408,0.047,11.524,0.047
1957,6,11.445,0.065,11.427,0.047,11.511,0.046
1957,7,11.655,0.065,11.429,0.047,11.503,0.047
1957,8,11.374,0.064,11.425,0.045,11.501,0.046
1957,9,11.21,0.072,11.387,0.045,11.493,0.046
1957,10,11.193,0.078,11.385,0.045,11.509,0.045
1957,11,11.321,0.101,11.368,0.046,11.524,0.045
1957,12,11.287,0.094,11.392,0.048,11.524,0.044
1958,1,11.211,0.068,11.387,0.047,11.47,0.044
1958,2,11.286,0.062,11.372,0.046,11.462,0.044
1958,3,11.345,0.063,11.378,0.048,11.462,0.044
1958,4,11.486,0.074,11.376,0.049,11.477,0.044
1958,5,11.613,0.069,11.418,0.049,11.486,0.042
1958,6,11.392,0.065,11.407,0.049,11.48,0.042
1958,7,11.293,0.061,11.396,0.048,11.479,0.042
1958,8,11.319,0.056,11.443,0.048,11.479,0.041
1958,9,11.491,0.049,11.469,0.047,11.481,0.041
1958,10,11.549,0.065,11.463,0.051,11.496,0.04
1958,11,11.478,0.057,11.437,0.051,11.497,0.04
1958,12,11.571,0.062,11.43,0.048,11.471,0.04
1959,1,11.616,0.057,11.432,0.049,11.474,0.04
1959,2,11.612,0.066,11.442,0.05,11.43,0.04
1959,3,11.581,0.077,11.428,0.05,11.428,0.04
1959,4,11.516,0.069,11.407,0.05,11.416,0.04
1959,5,11.314,0.069,11.409,0.049,11.43,0.04
1959,6,11.49,0.079,11.362,0.047,11.427,0.04
1959,7,11.49,0.088,11.362,0.045,11.424,0.041
1959,8,11.4,0.072,11.333,0.044,11.418,0.04
1959,9,11.144,0.092,11.302,0.044,11.406,0.041
1959,10,11.191,0.092,11.313,0.044,11.402,0.041
1959,11,11.121,0.106,11.338,0.045,11.395,0.041
1959,12,11.079,0.116,11.331,0.047,11.386,0.041
1960,1,11.093,0.101,11.311,0.052,11.398,0.041
1960,2,11.047,0.103,11.317,0.05,11.404,0.041
1960,3,11.124,0.108,11.317,0.054,11.383,0.041
1960,4,11.19,0.107,11.358,0.056,11.379,0.042
1960,5,11.379,0.117,11.385,0.057,11.378,0.042
1960,6,11.121,0.124,11.352,0.056,11.38,0.043
1960,7,11.132,0.115,11.286,0.055,11.372,0.043
1960,8,11.447,0.113,11.306,0.054,11.36,0.042
1960,9,11.796,0.11,11.361,0.054,11.342,0.041
1960,10,11.615,0.117,11.375,0.054,11.342,0.041
1960,11,11.595,0.112,11.363,0.052,11.371,0.041
1960,12,11.614,0.087,11.37,0.054,11.391,0.041
1961,1,11.587,0.084,11.38,0.052,11.37,0.041
1961,2,11.61,0.085,11.368,0.05,11.365,0.04
1961,3,11.474,0.075,11.377,0.049,11.376,0.039
1961,4,11.432,0.07,11.42,0.047,11.379,0.04
1961,5,11.331,0.066,11.429,0.047,11.372,0.04
1961,6,11.364,0.067,11.39,0.048,11.362,0.041
1961,7,11.241,0.06,11.409,0.048,11.372,0.042
1961,8,11.127,0.065,11.402,0.046,11.369,0.043
1961,9,10.871,0.07,11.378,0.048,11.367,0.044
1961,10,11.017,0.08,11.376,0.048,11.352,0.043
1961,11,11.174,0.087,11.382,0.048,11.365,0.042
1961,12,11.104,0.095,11.364,0.047,11.349,0.041
1962,1,11.051,0.09,11.375,0.047,11.377,0.04
1962,2,11.027,0.087,11.352,0.045,11.353,0.039
1962,3,11.061,0.101,11.343,0.045,11.364,0.04
1962,4,11.166,0.104,11.348,0.045,11.365,0.04
1962,5,11.287,0.111,11.381,0.044,11.356,0.04
1962,6,11.393,0.106,11.345,0.044,11.352,0.041
1962,7,11.274,0.107,11.366,0.044,11.344,0.044
1962,8,11.235,0.103,11.384,0.046,11.343,0.044
1962,9,11.501,0.098,11.38,0.047,11.343,0.045
1962,10,11.505,0.08,11.373,0.048,11.353,0.046
1962,11,11.446,0.088,11.388,0.049,11.359,0.047
1962,12,11.482,0.068,11.368,0.05,11.336,0.046
1963,1,11.553,0.074,11.357,0.05,11.324,0.046
1963,2,11.546,0.072,11.347,0.049,11.328,0.046
1963,3,11.647,0.08,11.305,0.047,11.355,0.046
1963,4,11.796,0.082,11.307,0.046,11.356,0.046
1963,5,11.836,0.083,11.325,0.045,11.337,0.046
1963,6,11.582,0.079,11.375,0.046,11.34,0.047
1963,7,11.909,0.078,11.344,0.045,11.342,0.047
1963,8,11.803,0.071,11.288,0.044,11.33,0.047
1963,9,11.578,0.059,11.283,0.045,11.324,0.048
1963,10,11.551,0.033,11.295,0.041,11.324,0.047
1963,11,11.572,0.03,11.307,0.043,11.315,0.047
1963,12,11.541,0.038,11.294,0.044,11.305,0.047
1964,1,11.589,0.048,11.312,0.043,11.304,0.048
1964,2,11.532,0.052,11.296,0.042,11.306,0.047
1964,3,11.412,0.071,11.306,0.042,11.281,0.049
1964,4,11.154,0.082,11.297,0.04,11.286,0.048
1964,5,11.074,0.082,11.321,0.04,11.289,0.048
1964,6,11.264,0.084,11.336,0.039,11.275,0.048
1964,7,11.276,0.085,11.392,0.041,11.278,0.047
1964,8,11.309,0.08,11.373,0.039,11.279,0.047
1964,9,11.153,0.075,11.425,0.038,11.283,0.047
1964,10,11.18,0.069,11.418,0.038,11.272,0.047
1964,11,11.15,0.071,11.375,0.039,11.286,0.047
1964,12,11.098,0.089,11.372,0.037,11.274,0.048
1965,1,11.003,0.066,11.377,0.039,11.263,0.047
1965,2,11.02,0.066,11.369,0.04,11.285,0.048
1965,3,10.933,0.049,11.368,0.038,11.297,0.048
1965,4,10.988,0.049,11.348,0.038,11.283,0.048
1965,5,11.095,0.056,11.333,0.038,11.291,0.049
